id,category,subcategory,title,subtitle,layout,imageFile,imagePrompt,prefs,timeOfDay,weather,season,urgency,intent,cold_reason,warm_reason,enriched_reason,audience,cold_cta,warm_cta,enriched_cta
c041,Entertainment,Live music,Get tickets to the vinyl night at Bflat,"Three DJs spinning original pressings — jazz to '70s rock — at the Indiranagar club. Doors 8pm, cover at the door.",content,content/images/c041.jpg,"A stylish vinyl listening night at an upscale Bangalore club, a DJ spinning records, warm amber glow, vivid lively crowd Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|nightlife|music,night,any,any,timely,book,"Vinyl nights are the city's coolest small gigs — original pressings, no laptops.","Where the city's tech-and-culture crowd goes — a vinyl-only night, your scene.","A cultured, aspirational night — a vinyl-only night, your kind of evening out.",,Want to find more live gigs?,Want more live gigs like this?,Want picks matched to your taste?
c042,Entertainment,Gig,"Catch an indie gig at Fandom, Koramangala",Your most-played band in a room of eighty — these shows sell out the week tickets drop on BookMyShow.,content,content/images/c042.jpg,"An intimate bright live indie music gig, a singer with a guitar under warm vivid stage light, engaged crowd Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|music|nightlife,night,any,any,timely,book,Small-room indie gigs sell out fast in Bangalore — this band's worth it.,"Where the city's tech-and-culture crowd goes — an intimate indie gig, your scene.","A cultured, aspirational night — an intimate indie gig, your kind of evening out.",,Want to find more gig?,Want more gig like this?,Want picks matched to your taste?
c043,Entertainment,Film,See a restored classic at PVR's 70mm screen,"A digitally restored print on the big screen, the way it was meant to be watched — check the weekend classics slot.",content,content/images/c043.jpg,"A bright stylish independent cinema lobby in Bangalore, vivid retro posters, warm marquee lights, inviting Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|culture,evening|night,any,any,timely,book,"A Bangalore favourite worth a look — a restored classic, on screen.","Where the city's tech-and-culture crowd goes — a restored classic, on screen, your scene.","A cultured, aspirational night — a restored classic, on screen, your kind of evening out.",,Want to find more film?,Want more film like this?,Want picks matched to your taste?
c044,Entertainment,Comedy,Book a stand-up set at That Comedy Club,Two hours of sharp local comics in an intimate Koramangala room — early shows are cheaper and rarely sell out.,content,content/images/c044.jpg,"A bright lively stand-up comedy club, a comedian under a warm spotlight, laughing audience, vivid energetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|nightlife,night,any,any,timely,book,A Bangalore favourite worth a look — a stand-up night out.,"Where the city's tech-and-culture crowd goes — a stand-up night out, your scene.","A cultured, aspirational night — a stand-up night out, your kind of evening out.",,Want to find more comedy?,Want more comedy like this?,Want picks matched to your taste?
c045,Entertainment,Theatre,Take in a live English-language play,Theatre that reminds you screens aren't everything.,content,content/images/c045.jpg,"A bright elegant theatre stage with vivid lighting, actors mid-scene, rich set, cultural evening, cinematic but bright Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|culture,evening,any,any,timely,book,A Bangalore favourite worth a look — an english-language play.,"Where the city's tech-and-culture crowd goes — an english-language play, your scene.","A cultured, aspirational night — an english-language play, your kind of evening out.",,Want to find more theatre?,Want more theatre like this?,Want picks matched to your taste?
c046,Entertainment,OTT,Queue up the show everyone's about to binge,This week's most-talked-about drop on Netflix — start it before the spoilers hit your group chat.,content,content/images/c046.jpg,"A bright cosy living room, a large glowing TV showing vivid colourful content, popcorn, relaxed lean-back mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|leanback,night,rainy|any,any,timely,inspire,A rainy Bangalore evening is made for the show everyone's about to discuss.,"Where the city's tech-and-culture crowd goes — this week's binge, sorted, your scene.","A cultured, aspirational night — this week's binge, sorted, your kind of evening out.",,Want to find more ott?,Want more ott like this?,Want picks matched to your taste?
c047,Entertainment,Jazz,Settle in for late-night jazz at The Humming Tree,"A saxophone, a nightcap and the city slowing down — the Indiranagar venue's midweek jazz set runs till late.",content,content/images/c047.jpg,"An intimate jazz lounge with a saxophonist under warm amber light, velvet seating, vivid sophisticated late-night Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|music|nightlife|calm,night,any,any,evergreen,book,A Bangalore favourite worth a look — a late-night jazz set.,"Where the city's tech-and-culture crowd goes — a late-night jazz set, your scene.","A cultured, aspirational night — a late-night jazz set, your kind of evening out.",,Want to find more jazz?,Want more jazz like this?,Want picks matched to your taste?
c048,Entertainment,Festival,Plan your weekend at the arts festival,"Installations, music and food across the city.",content,content/images/c048.jpg,"A bright vibrant city arts festival, colourful installations and crowds in daylight, joyful cultural energy, vivid Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|culture|music,any,clear,any,timely,plan,A Bangalore favourite worth a look — a city arts festival.,"Where the city's tech-and-culture crowd goes — a city arts festival, your scene.","A cultured, aspirational night — a city arts festival, your kind of evening out.",,Want to find more festival?,Want more festival like this?,Want picks matched to your taste?
c049,Entertainment,Sports,Catch match night at Hoot or Toit,"Big screen, bigger crowd — the Brigade Road sports bars pull the loudest game-night energy in the city.",content,content/images/c049.jpg,"A bright lively sports bar with a big glowing screen, cheering crowd, vivid energetic match-night atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|nightlife|sports,night,any,any,timely,book,A Bangalore favourite worth a look — match night at a sports bar.,"Where the city's tech-and-culture crowd goes — match night at a sports bar, your scene.","A cultured, aspirational night — match night at a sports bar, your kind of evening out.",,Want to find more sports?,Want more sports like this?,Want picks matched to your taste?
c050,Entertainment,Quiz,Round up the crew for quiz night at Hoot,"Tuesday trivia, a pint and a real shot at the bar tab — get there 30 minutes early to grab a table.",content,content/images/c050.jpg,"A bright warm pub quiz night, friends at a table with answer sheets, lively vivid social atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|nightlife,night,any,any,evergreen,book,"Pub quizzes are how Bangalore does a weeknight — low stakes, high fun.","Where the city's tech-and-culture crowd goes — your team's quiz night, your scene.","A cultured, aspirational night — your team's quiz night, your kind of evening out.",,Want to find more quiz nights?,Want more quiz nights like this?,Want picks matched to your taste?
c051,Wellness,Yoga,Book rooftop sunrise yoga at a1000yoga,Forty minutes of vinyasa above the city before work — the Indiranagar studio's 6:30am rooftop slot fills fast.,content,content/images/c051.jpg,"A bright peaceful sunrise rooftop yoga session overlooking green Bangalore, a person in a calm pose, vivid golden light Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm|fitness,morning,clear,any,evergreen,book,Rooftop sunrise yoga is the city's calmest start — book the clear morning.,An easy way to build a routine — rooftop sunrise yoga.,"Sunrise yoga fits your yoga-and-running mornings — a premium, quiet start.",,Want tips to ease into this?,Want to go deeper on yoga?,Want a yoga shaped around you?
c052,Wellness,Running,Keep your morning run streak alive,Tomorrow adds a lake-loop you haven't tried yet.,content,content/images/c052.jpg,"A bright morning run on a tree-lined Bangalore trail, vivid dappled light, a runner in motion, fresh green energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness,morning,clear,any,timely,plan,A Bangalore favourite worth a look — keep the morning streak.,An easy way to build a routine — keep the morning streak.,Wellness you take seriously — keep the morning streak slots into your active routine.,,Want tips to ease into this?,Want to go deeper on running?,Want a running shaped around you?
c053,Wellness,Cycling,Join the weekend group ride,"Forty km, a fast crowd, breakfast as the prize.",content,content/images/c053.jpg,"A cyclist on an open bright road outside Bangalore at golden hour, vivid green countryside, freedom and fitness Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness|roadtrip,morning,clear,any,timely,book,Bangalore's weekend cycling crowd is serious — this group ride is the gateway.,An easy way to build a routine — a weekend group ride.,Wellness you take seriously — a weekend group ride slots into your active routine.,,Want tips to ease into this?,Want to go deeper on cycling?,Want a cycling shaped around you?
c054,Wellness,Ayurveda,Book an Ayurvedic abhyanga at Soukya or Kerala Ayurveda,A warm-oil full-body ritual that resets a hard week — book the 90-minute evening session and arrive unhurried.,content,content/images/c054.jpg,"A bright serene Ayurvedic ritual, a copper bowl of vivid herbal salts and oils on a sunlit stone shelf, spa calm Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm,evening,any,any,evergreen,book,A Bangalore favourite worth a look — an ayurvedic evening ritual.,An easy way to build a routine — an ayurvedic evening ritual.,Wellness you take seriously — an ayurvedic evening ritual slots into your active routine.,,Want tips to ease into this?,Want to go deeper on ayurveda?,Want a ayurveda shaped around you?
c055,Wellness,Strength,Start a four-week strength plan,Built around the home kit you already own.,content,content/images/c055.jpg,"A bright modern home workout corner, a yoga mat and dumbbells by a sunlit window with plants, vivid motivating Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness,any,any,any,evergreen,learn,A Bangalore favourite worth a look — a four-week strength plan.,An easy way to build a routine — a four-week strength plan.,Wellness you take seriously — a four-week strength plan slots into your active routine.,,Want tips to ease into this?,Want to go deeper on strength?,Want a strength shaped around you?
c056,Wellness,Recovery,Try the cold plunge at a recovery studio,Three minutes at 10°C to flush a week of fatigue — many city gyms now run ice-bath + sauna contrast sessions.,content,content/images/c056.jpg,"A bright minimalist modern wellness studio with a cold-plunge pool, clean white and blue, vivid fresh recovery vibe Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness,any,any,any,timely,book,A Bangalore favourite worth a look — the cold-plunge reset.,An easy way to build a routine — the cold-plunge reset.,Wellness you take seriously — the cold-plunge reset slots into your active routine.,,Want tips to ease into this?,Want to go deeper on recovery?,Want a recovery shaped around you?
c057,Wellness,Sleep,Wind down with a proper routine,Twenty minutes that make mornings feel handled.,content,content/images/c057.jpg,"A bright calm bedroom at dusk with warm soft lighting, cosy bedding, serene wind-down mood, vivid and restful Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm,night,any,any,evergreen,learn,The city never really slows — a proper wind-down routine is the fix.,"An easy way to build a routine — wind down, properly.","Wellness you take seriously — wind down, properly slots into your active routine.",,Want tips to ease into this?,Want to go deeper on sleep?,Want a sleep shaped around you?
c058,Wellness,Nutrition,Eat for the monsoon,"Warm, seasonal, immunity-friendly — food as medicine.",content,content/images/c058.jpg,"A bright colourful spread of seasonal monsoon vegetables and warm dishes, fresh vivid produce, wholesome Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|food,any,rainy,monsoon,evergreen,learn,A Bangalore favourite worth a look — eat for the monsoon.,An easy way to build a routine — eat for the monsoon.,Wellness you take seriously — eat for the monsoon slots into your active routine.,,Want tips to ease into this?,Want to go deeper on nutrition?,Want a nutrition shaped around you?
c059,Wellness,Mental,Take a guided breathing break,Five minutes that pull you out of the spin.,content,content/images/c059.jpg,"A bright serene minimalist space with soft natural light, a person seated calmly breathing, vivid peaceful mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm|productivity,afternoon|evening,any,any,evergreen,learn,A Bangalore favourite worth a look — a guided breathing break.,An easy way to build a routine — a guided breathing break.,Wellness you take seriously — a guided breathing break slots into your active routine.,,Want tips to ease into this?,Want to go deeper on mental?,Want a mental shaped around you?
c060,Weekend,Day out,Spend a slow morning at Cubbon Park,"Dappled light, chess under the trees, the city's quietest hour.",content,content/images/c060.jpg,"A bright serene morning at Cubbon Park Bangalore, vivid green rain trees, golden sunlight, a quiet stone path Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|calm|parks,morning,clear,any,evergreen,plan,A Bangalore favourite worth a look — a cubbon park morning.,A pick that fits your modern-urbanite streak — a cubbon park morning.,Tuned to your minimalist-chic taste — a cubbon park morning.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c061,Weekend,Brunch,Book the garden brunch at The Tao Terraces or Fava,Bottomless filter coffee under the trees — UB City's terrace brunches are the city's slow-Sunday classic. Reserve for the window seats.,content,content/images/c061.jpg,"A lush bright garden café in Bangalore, tables under leafy trees with fairy lights, vivid dappled sun, al fresco brunch Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|food|calm,morning|afternoon,clear,any,evergreen,book,A Bangalore favourite worth a look — the garden brunch you saved.,A pick that fits your modern-urbanite streak — the garden brunch you saved.,Tuned to your minimalist-chic taste — the garden brunch you saved.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c062,Weekend,Market,Hit the Sunday Soul Santhe / farmers market early,"Heirloom produce, flowers and bakes before the crowds — get there by 8 for the best of the morning haul.",content,content/images/c062.jpg,"A vibrant bright weekend farmers market in Bangalore, baskets of colourful produce and flowers, morning light, wholesome Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|food|sustainability,morning,clear,any,timely,plan,The Sunday market is Bangalore at its freshest — go before the city wakes.,A pick that fits your modern-urbanite streak — the sunday farmers market.,Tuned to your minimalist-chic taste — the sunday farmers market.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c063,Weekend,Getaway,Let me plan your whole weekend,"Stays, a dinner, a drive — handled before Friday.",content,content/images/c063.jpg,"A bright aspirational weekend trip-planning scene, a map and coffee on a sunlit wooden table near a window, vivid Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|travel|roadtrip,any,any,any,evergreen,plan,A Bangalore favourite worth a look — plan the perfect weekend.,A pick that fits your modern-urbanite streak — plan the perfect weekend.,Tuned to your minimalist-chic taste — plan the perfect weekend.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c064,Weekend,Culture crawl,Do a gallery-hop afternoon,"Three shows, one neighbourhood, coffee in between.",content,content/images/c064.jpg,"A bright modern art gallery with vivid large canvases, soft daylight, people admiring art, refined cultural afternoon Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|culture|calm,afternoon,any,any,evergreen,plan,A Bangalore favourite worth a look — a gallery-hop afternoon.,A pick that fits your modern-urbanite streak — a gallery-hop afternoon.,Tuned to your minimalist-chic taste — a gallery-hop afternoon.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c065,Weekend,Family,Plan a day out the kids will love,Somewhere everyone enjoys — no negotiation needed.,content,content/images/c065.jpg,"A bright joyful family day out in a green Bangalore park, vivid sunshine, kids playing, warm wholesome energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|family|parks,morning|afternoon,clear,any,evergreen,plan,A Bangalore favourite worth a look — a day out with the kids.,A pick that fits your modern-urbanite streak — a day out with the kids.,Tuned to your minimalist-chic taste — a day out with the kids.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c066,Weekend,Night out,Build your Friday night in Indiranagar,"Three saved spots, walking distance, one easy crawl.",content,content/images/c066.jpg,"A vibrant Indiranagar Bangalore street at night, warm café and bar lights, fairy lights, vivid lively nightlife Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|nightlife|food,night,any,any,timely,plan,A Bangalore favourite worth a look — a friday in indiranagar.,A pick that fits your modern-urbanite streak — a friday in indiranagar.,Tuned to your minimalist-chic taste — a friday in indiranagar.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c067,Weekend,Solo,Take a solo reset day,"No plans, no people — the city on easy mode.",content,content/images/c067.jpg,"A bright calm solo moment, a person enjoying a quiet café or walk in sunlit Bangalore, vivid serene independence Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|calm,any,any,any,evergreen,inspire,A Bangalore favourite worth a look — a solo reset day.,A pick that fits your modern-urbanite streak — a solo reset day.,Tuned to your minimalist-chic taste — a solo reset day.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c068,Productivity,Focus,Run a Pomodoro focus sprint,"Twenty-five minutes of real focus, powered by sand not software.",content,content/images/c068.jpg,"A bright minimalist oak desk with a red Pomodoro timer in warm morning light, vivid clean focused workspace Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|calm,morning|afternoon,any,any,evergreen,learn,A Bangalore favourite worth a look — the pomodoro reset.,"For getting ahead at work — the pomodoro reset, a quiet edge.","Focused and intentional — the pomodoro reset, the considered approach a creative lead backs.",,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c069,Productivity,Habit,Start a 30-day habit today,"Small, daily, compounding — the only way change sticks.",content,content/images/c069.jpg,"A bright clean habit-tracker journal on a sunlit desk with coffee, vivid motivating morning, organised aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|life-goals,morning,any,any,evergreen,learn,"A Bangalore favourite worth a look — a 30-day habit, started today.","For getting ahead at work — a 30-day habit, started today, a quiet edge.","Focused and intentional — a 30-day habit, started today, the considered approach a creative lead backs.",,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c070,Productivity,Learning,Finish the course you started,Twenty minutes a day gets you the certificate.,content,content/images/c070.jpg,"A bright modern home study setup, a laptop showing an online course, sunlit desk with plant, vivid focused Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|life-goals|tech,evening,any,any,evergreen,learn,A Bangalore favourite worth a look — finish the course you started.,"For getting ahead at work — finish the course you started, a quiet edge.","Focused and intentional — finish the course you started, the considered approach a creative lead backs.",,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c071,Productivity,Reading,Read more this month,One chapter a night beats one big resolution.,content,content/images/c071.jpg,"A bright cosy reading nook, an open book and tea by a warm lamp, sunlit shelves behind, vivid inviting Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|calm|books,night,any,any,evergreen,inspire,A Bangalore favourite worth a look — read more this month.,"For getting ahead at work — read more this month, a quiet edge.","Focused and intentional — read more this month, the considered approach a creative lead backs.",,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c072,Productivity,Money,Do a 15-minute money check,"See where it goes, decide where it should — weekly.",content,content/images/c072.jpg,"A bright clean desk with a laptop showing a tidy budgeting dashboard, plant and coffee, vivid organised calm Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|finance|life-goals,evening,any,any,evergreen,learn,A Bangalore favourite worth a look — a 15-minute money check.,"For getting ahead at work — a 15-minute money check, a quiet edge.","Focused and intentional — a 15-minute money check, the considered approach a creative lead backs.",,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c074,Productivity,Digital,Claim a phone-free evening,Reclaim two hours — the most underrated upgrade there is.,content,content/images/c074.jpg,"A bright warm evening scene of a phone set aside, a book and tea, cosy lamp light, vivid calm intentional mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|calm|wellness,evening|night,any,any,evergreen,inspire,Reclaiming a phone-free evening is the city's quiet luxury.,"For getting ahead at work — a phone-free evening, a quiet edge.","Focused and intentional — a phone-free evening, the considered approach a creative lead backs.",,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c075,Productivity,Career,Learn a skill that pays off,The one course your future self will thank you for.,content,content/images/c075.jpg,"A bright modern co-working space, focused person at a laptop, sunlit and vivid, aspirational career energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|tech|life-goals,any,any,any,evergreen,learn,A Bangalore favourite worth a look — a skill that pays off.,"For getting ahead at work — a skill that pays off, a quiet edge.","Focused and intentional — a skill that pays off, the considered approach a creative lead backs.",,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c076,Tech,EV,Book a test drive of the Tata Nexon EV,The EV you keep researching — book the drive at a Tata showroom and feel the instant torque and 450km range yourself.,content,content/images/c076.jpg,"A sleek vivid electric car in a bright Bangalore driveway at golden hour, clean premium tech lifestyle, glossy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|auto,any,any,any,evergreen,book,A Bangalore favourite worth a look — the ev you keep researching.,"You're into tech — the ev you keep researching, the kind of upgrade that earns its place on your desk.","Considered, design-led tech — the ev you keep researching, premium and unfussy.",,Want to understand this better?,Want more ev like this?,Want picks for how you work?
c077,Tech,Wearable,Train smarter with a Garmin or Apple Watch,"Turn every run into VO2-max, pace and recovery data you'll actually act on — pick the one that fits your training.",content,content/images/c077.jpg,"A bright close-up of a premium fitness smartwatch on a runner's wrist in morning light, vivid clean tech aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|fitness|wellness,morning,any,any,evergreen,buy,A Bangalore favourite worth a look — a smarter morning run.,"You're into tech — a smarter morning run, the kind of upgrade that earns its place on your desk.",A scenic run for your running streak — movement with a view.,,Want to understand this better?,Want more wearable like this?,Want picks for how you work?
c078,Tech,Audio,Silence the commute with Sony WH-1000XM5,"The headphones that make a loud Outer Ring Road commute disappear — best-in-class noise cancelling, all-day comfort.",content,content/images/c078.jpg,"A bright product shot of premium over-ear headphones on a minimalist desk, vivid colour, clean modern tech Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|music|calm,any,any,any,evergreen,buy,"A Bangalore favourite worth a look — noise-cancelling, finally worth it.","You're into tech — noise-cancelling, finally worth it, the kind of upgrade that earns its place on your desk.","Considered, design-led tech — noise-cancelling, finally worth it, premium and unfussy.",,Want to understand this better?,Want more audio like this?,Want picks for how you work?
c079,Tech,Reader,Write on a reMarkable or Kindle Scribe,Digital paper that feels like real pen on page — for notes and reading without the backlit-screen fatigue.,content,content/images/c079.jpg,"A bright e-ink writing tablet on a linen desk in warm daylight, a hand annotating, vivid clean premium tech Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|books|productivity,evening,any,any,evergreen,buy,A Bangalore favourite worth a look — think on a digital paper tablet.,"You're into tech — think on a digital paper tablet, the kind of upgrade that earns its place on your desk.","Considered, design-led tech — think on a digital paper tablet, premium and unfussy.",,Want to understand this better?,Want more reader like this?,Want picks for how you work?
c080,Tech,Smart home,Make the home anticipate you with Home Assistant,"Lights, locks and music on one dashboard — motion-aware scenes so rooms respond before you reach for a switch.",content,content/images/c080.jpg,"A bright sleek smart-home control scene at dusk, ambient lighting and a glowing hub, vivid modern interior Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|home,evening|night,any,any,evergreen,inspire,A Bangalore favourite worth a look — a home that anticipates you.,"You're into tech — a home that anticipates you, the kind of upgrade that earns its place on your desk.","Considered, design-led tech — a home that anticipates you, premium and unfussy.",,Want to understand this better?,Want more smart home like this?,Want picks for how you work?
c081,Tech,Photography,Shoot the city better at a weekend photo walk,A guided street-photography workshop through Cantonment or VV Puram — level up your phone shots in one Saturday.,content,content/images/c081.jpg,"A bright street-photography moment in vivid colourful Bangalore, a person framing a shot, golden light, creative energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|photography|culture,any,clear,any,evergreen,learn,A Bangalore favourite worth a look — shoot your city better.,"You're into tech — shoot your city better, the kind of upgrade that earns its place on your desk.","Considered, design-led tech — shoot your city better, premium and unfussy.",,Want to understand this better?,Want more photography like this?,Want picks for how you work?
c082,Tech,AI tools,"Hand the busywork to ChatGPT, Notion AI and Raycast","Three tools that quietly give you an hour back daily — drafting, summarising and launching, all automated.",content,content/images/c082.jpg,"A bright modern desk with a glowing laptop showing a clean AI assistant interface, vivid violet accents, futuristic calm Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",tech|productivity,any,any,any,evergreen,learn,A Bangalore favourite worth a look — let ai run the boring bits.,"You're into tech — let ai run the boring bits, the kind of upgrade that earns its place on your desk.","Considered, design-led tech — let ai run the boring bits, premium and unfussy.",,Want to understand this better?,Want more ai tools like this?,Want picks for how you work?
c083,Culture,Craft,Collect a piece of Bidriware,A 14th-century craft that brings quiet character home.,content,content/images/c083.jpg,"A bright detailed shot of a Bidriware vase, vivid silver inlay on dark metal, warm gallery light, heritage craft Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|home,any,any,any,evergreen,inspire,A Bangalore favourite worth a look — the lost art of bidriware.,Urban cultural events are your kind of outing — the lost art of bidriware.,"Art and craft are your weekend default — the lost art of bidriware, right up your gallery-going street.",,Want to discover more craft?,Want more craft like this?,Want me to curate more craft for you?
c084,Culture,Textile,Own a length of Mysore silk,"Royal fabric, hand-woven, one golden thread at a time.",content,content/images/c084.jpg,"Bright vivid golden zari threads on a Mysore silk loom in a sunlit workshop, shimmering rich colour, artisanal Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|fashion,any,any,festive,evergreen,inspire,"Mysore silk is Karnataka's golden thread — woven by hand, an hour from here.",Urban cultural events are your kind of outing — the art of mysore silk.,"Art and craft are your weekend default — the art of mysore silk, right up your gallery-going street.",,Want to discover more textile?,Want more textile like this?,Want me to curate more textile for you?
c085,Culture,Architecture,See Bangalore Palace at golden hour,A corner of England in South India — best in late light.,content,content/images/c085.jpg,"The bright Tudor-revival facade of Bangalore Palace glowing in vivid golden afternoon light, grand and detailed Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",culture|heritage|parks,afternoon,clear,any,evergreen,inspire,A Bangalore favourite worth a look — the bangalore palace facade.,Urban cultural events are your kind of outing — the bangalore palace facade.,"Art and craft are your weekend default — the bangalore palace facade, right up your gallery-going street.",,Want to discover more architecture?,Want more architecture like this?,Want me to curate more architecture for you?
