id,category,subcategory,title,subtitle,layout,imageFile,imagePrompt,prefs,timeOfDay,weather,season,urgency,intent,cold_reason,warm_reason,enriched_reason_e1,enriched_reason_e2,audience,cold_cta,warm_cta,enriched_cta
c034,Home,Indoor plants,Start an indoor jungle with five easy plants,"Money plant, snake plant, pothos, ZZ and a peace lily — all low-light, all hard to kill. Pick them up along Lalbagh's nursery row.",content,content/images/c034.jpg,"A bright sunlit living room full of lush vivid green indoor plants, airy and fresh, biophilic home aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|calm|nature,any,any,any,evergreen,learn,Lalbagh's nursery row stocks five plants almost impossible to kill — the easiest way to add green to a city flat.,"You usually scroll past home decor but slow down on practical fixes; an indoor plant starter is the simple, useful version of that.","A starter set of low-light plants — your considered green addition to a calm, design-led home.",Five plants from Lalbagh under ₹800 — the cheapest way to make your rental flat feel like yours.,,Want more indoor plants?,Want more indoor plants like this?,Want indoor plants in your aesthetic?
c035,Home,Aquascape,Build a desk-side Iwagumi aquascape,"A minimalist planted nano-tank — stones, carpeting grass, a quiet light. Source the hardscape from a Russell Market aquarial.",content,content/images/c035.jpg,"A pristine vivid Iwagumi planted aquarium on a minimalist desk, bright clear water, lush green, serene Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|calm|make,any,any,any,evergreen,inspire,"Iwagumi aquascaping is the quietest desk upgrade going — stones, carpeting grass, one warm light.","You linger on small, considered home upgrades; a desk-side aquascape is the meditative version of that interest.","A desk-side aquascape — minimalist, biophilic, your considered focal point in a design-led space.","A nano-tank with stones and grass — the slow hobby that costs ₹3,000 to start and pays back in your calm.",,Want more aquascaping ideas?,Want more aquascaping ideas like this?,Want aquascaping ideas in your aesthetic?
c036,Home,Decor,Bring quiet-luxury calm to the living room,"Warm neutrals, a low wood console, one sculptural plant — minimalism that feels warm, not cold. Build it around a single statement piece.",content,content/images/c036.jpg,"A bright tidy minimalist modern living room, soft evening light, calm and ordered, vivid and warm Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|productivity|calm,night,any,any,evergreen,learn,Warm neutrals and one sculptural plant — the quiet-luxury living room is what the city's design crowd is moving toward.,"You linger on calm, considered interiors over busy ones; a quiet-luxury living room is the curated version of that taste.","Warm neutrals, low wood and a single sculptural piece — the quiet-luxury room that suits your designer's eye.","A quiet-luxury direction on your junior salary — one statement piece, IKEA staples, and a flat that finally photographs.",,Want more decor ideas?,Want more decor ideas like this?,Want decor ideas in your aesthetic?
c037,Home,Scent,Set the evening mood with candle and incense,"Sandalwood pillars, cinnamon sticks, a brass holder — the invisible upgrade after a long day. Try a local attar house or Bath & Body Works.",content,content/images/c037.jpg,"A bright still life of artisanal candles and incense on a wooden shelf, soft glow, vivid warm tones, serene Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|calm,evening,any,any,evergreen,inspire,"Sandalwood, cinnamon, a brass holder — the invisible upgrade Indian homes have used for generations.","You linger on calm, slow-living content; a candle-and-incense ritual is the most low-effort version of that mood.",Sandalwood and brass — the kind of scent layering that suits your considered home and Ayurvedic rhythm.,A ₹500 brass holder and an attar from a local house — the smallest upgrade that changes how your evening feels.,,Want more scents?,Want more scents like this?,Want scents in your aesthetic?
c038,Home,Smart home,Tap one HomeKit scene to end the day,"A single 'Good Night': lights off, doors locked, music down. Build the scene in Apple Home with Philips Hue + an August lock.",content,content/images/c038.jpg,"A bright sleek smart-home living room at dusk, ambient lighting, glowing voice device, modern vivid interior Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|tech,night,any,any,evergreen,buy,"A single Good Night scene is the most-used smart-home upgrade in Indian homes — lights off, music down, locked.",You return to practical home content over decorative; a single-tap routine is the most useful version of that interest.,"A single, considered evening scene — your small smart-home routine that makes a thoughtfully designed home easier to live in.","A ₹6,000 Hue and lock setup that does one thing well — the smart-home start your flat doesn't need a tech bro for.",,Want more smart home?,Want more smart home like this?,Want smart home in your aesthetic?
c039,Home,Kitchen,"Reorganise the kitchen, cook-flow first","Knives by the board, oils by the hob, herbs on the sill — a warm-wood layout that makes cooking effortless. An IKEA/Sleek system does it.",content,content/images/c039.jpg,"A bright airy modern Bangalore kitchen, organised wooden counters, fresh produce, sunlight, vivid and clean Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|food|make,any,any,any,evergreen,inspire,"A cook-flow kitchen is the home upgrade the city's chefs swear by — knives by the board, oils by the hob, herbs on the sill.","You linger on practical, useful home content; a cook-flow kitchen reset is the most hands-on version of that.","A warm-wood, cook-flow kitchen — the kind of considered home upgrade that pays back every meal you cook at home.","A cook-flow kitchen reset using what's already in your rental — IKEA hooks, a magnetic strip, a kitchen that finally works.",,Want more kitchen?,Want more kitchen like this?,Want kitchen in your aesthetic?
c040,Home,Wall art,Hang a gallery wall of colourful prints,Bold abstract prints in clean frames above the sofa — a wall worth looking up at. Affordable limited editions from The Affordable Art Co.,content,content/images/c040.jpg,"A bright stylish living room wall with framed colourful art prints, warm gallery lighting, vivid curated aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",home|culture|calm,any,any,any,evergreen,buy,"A gallery wall is the cheapest way to lift a small living room — bold prints, clean frames, one wall.","You linger on small, considered home upgrades; a gallery wall is the most expressive version of that habit.","A curated gallery wall — limited-edition prints in clean frames, the considered detail your art-led home leans on.","Affordable limited-edition prints under ₹3,000 — the wall that turns your rental flat into a feed-worthy room.",,Want more wall art?,Want more wall art like this?,Want wall art in your aesthetic?
c041,Entertainment,Live music,Get tickets to the vinyl night at Bflat,"Three DJs spinning original pressings — jazz to '70s rock — at the Indiranagar club. Doors 8pm, cover at the door.",content,content/images/c041.jpg,"A stylish vinyl listening night at an upscale Bangalore club, a DJ spinning records, warm amber glow, vivid lively crowd Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|nightlife|music,night,any,any,timely,book,"Vinyl nights are the city's coolest small gigs — original pressings, no laptops.","You return to live, intimate music over endless playlists; a vinyl-only night is the most specific version of that interest.","Original-pressing vinyl, three DJs, one Indiranagar club — your considered evening out that ages well.","A vinyl-only set in a small Indiranagar room — your indie music feed, lived in person.",,Want to find more live gigs?,Want more live gigs like this?,Want picks matched to your taste?
c042,Entertainment,Gig,"Catch an indie gig at Fandom, Koramangala",Your most-played band in a room of eighty — these shows sell out the week tickets drop on BookMyShow.,content,content/images/c042.jpg,"An intimate bright live indie music gig, a singer with a guitar under warm vivid stage light, engaged crowd Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|music|nightlife,night,any,any,timely,book,Small-room indie gigs sell out fast in Bangalore — this band's worth it.,You return to live music and intimate venues over big shows; an indie gig at Fandom is the most engaged version of that interest.,A small-room indie gig — the considered live music night that suits your arts-led taste.,"Eighty seats, your most-played band, ticket prices that fit your artist's budget — exactly the gig worth queuing for.",,Want to find more gig?,Want more gig like this?,Want picks matched to your taste?
c043,Entertainment,Film,See a restored classic at PVR's 70mm screen,"A digitally restored print on the big screen, the way it was meant to be watched — check the weekend classics slot.",content,content/images/c043.jpg,"A bright stylish independent cinema lobby in Bangalore, vivid retro posters, warm marquee lights, inviting Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|culture,evening|night,any,any,timely,book,A 70mm restored classic is the most cinephile thing the city offers — PVR's weekend slot is where they land.,You linger on culture and considered entertainment over passive streaming; a 70mm classic is the most specific version of that.,A digitally restored print on the big screen — your cinephile evening that suits an arts-engaged taste.,₹400 for a film as it was meant to be seen — your cinema night that beats any subscription this week.,,Want to find more film?,Want more film like this?,Want picks matched to your taste?
c044,Entertainment,Comedy,Book a stand-up set at That Comedy Club,Two hours of sharp local comics in an intimate Koramangala room — early shows are cheaper and rarely sell out.,content,content/images/c044.jpg,"A bright lively stand-up comedy club, a comedian under a warm spotlight, laughing audience, vivid energetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|nightlife,night,any,any,timely,book,Local stand-up has quietly become the city's best small-room entertainment — That Comedy Club's early sets rarely sell out.,"You return to live, small-venue entertainment over recorded; a stand-up set is the underused, social version of that.","Sharp local comics in an intimate Koramangala room — your low-stakes, smart night out that fits a busy week.",₹350 for two hours of sharp local comics — your cheapest weekend night out that's actually worth it.,,Want to find more comedy?,Want more comedy like this?,Want picks matched to your taste?
c045,Entertainment,Theatre,Take in a live English-language play,Theatre that reminds you screens aren't everything.,content,content/images/c045.jpg,"A bright elegant theatre stage with vivid lighting, actors mid-scene, rich set, cultural evening, cinematic but bright Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|culture,evening,any,any,timely,book,English-language theatre here is small but serious — the kind of evening that reminds the city screens aren't everything.,You return to culture and live performance over streaming; a play is the most engaged version of that interest.,"An English-language play — your slow, considered evening that suits an arts-led week.",A play night in a small theatre — your indie cultural reset that costs less than a dinner out.,,Want to find more theatre?,Want more theatre like this?,Want picks matched to your taste?
c046,Entertainment,OTT,Queue up the show everyone's about to binge,This week's most-talked-about drop on Netflix — start it before the spoilers hit your group chat.,content,content/images/c046.jpg,"A bright cosy living room, a large glowing TV showing vivid colourful content, popcorn, relaxed lean-back mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|leanback,night,rainy|any,any,timely,inspire,A rainy Bangalore evening is made for the show everyone's about to discuss.,You usually open shows that get talked about; this week's most-discussed drop is the social version of that habit.,A considered evening with a well-reviewed drop — your streaming choice that earns a group-chat mention.,The show your flatmates are about to start — get one episode ahead before your Saturday group watch.,,Want to find more ott?,Want more ott like this?,Want picks matched to your taste?
c047,Entertainment,Jazz,Settle in for late-night jazz at The Humming Tree,"A saxophone, a nightcap and the city slowing down — the Indiranagar venue's midweek jazz set runs till late.",content,content/images/c047.jpg,"An intimate jazz lounge with a saxophonist under warm amber light, velvet seating, vivid sophisticated late-night Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|music|nightlife|calm,night,any,any,evergreen,book,"Late-night jazz at The Humming Tree is one of the city's slowest, smartest nights out — the city, dialled down.","You return to slow, intimate music nights; a midweek jazz set is the calmest version of that interest.","A saxophone, a nightcap, an Indiranagar room — your considered late-night out that suits a refined evening.","Midweek jazz at a tucked-away venue — your indie aesthetic, lived in real time, ₹500 cover.",,Want to find more jazz?,Want more jazz like this?,Want picks matched to your taste?
c048,Entertainment,Festival,Plan your weekend at the arts festival,"Installations, music and food across the city.",content,content/images/c048.jpg,"A bright vibrant city arts festival, colourful installations and crowds in daylight, joyful cultural energy, vivid Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|culture|music,any,clear,any,timely,plan,"The arts festivals turn the city into a campus for a weekend — installations, music and food in one walking radius.","You return to culture and city events; an arts festival is the densest, most plan-worthy version of that interest.",An arts festival across the city — your considered cultural weekend that suits an arts-led calendar.,"Installations, music, food and free entry — your weekend that's basically a feed in real life.",,Want to find more festival?,Want more festival like this?,Want picks matched to your taste?
c049,Entertainment,Sports,Catch match night at Hoot or Toit,"Big screen, bigger crowd — the Brigade Road sports bars pull the loudest game-night energy in the city.",content,content/images/c049.jpg,"A bright lively sports bar with a big glowing screen, cheering crowd, vivid energetic match-night atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|nightlife|sports,night,any,any,timely,book,Brigade Road sports bars pull the city's loudest match-night energy — Hoot and Toit lead the pack.,You usually move past quieter content on big game weeks; a sports-bar match night is the social version of that pull.,"A loud, social match night in town — the plan that suits your small group and a big game.","Match night with your crew, cheap pints, big screen — your lowest-effort group plan that always works.",,Want to find more sports?,Want more sports like this?,Want picks matched to your taste?
c050,Entertainment,Quiz,Round up the crew for quiz night at Hoot,"Tuesday trivia, a pint and a real shot at the bar tab — get there 30 minutes early to grab a table.",content,content/images/c050.jpg,"A bright warm pub quiz night, friends at a table with answer sheets, lively vivid social atmosphere Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",entertainment|nightlife,night,any,any,evergreen,book,"Pub quizzes are how Bangalore does a weeknight — low stakes, high fun.","You return to small, social, midweek plans over big nights out; a quiz is the most specific, low-key version of that.",A midweek pub quiz — your low-stakes social plan that breaks up a serious week without overcommitting.,A quiz night where the bar tab is the prize — your cheapest crew plan that turns a Tuesday into a memory.,,Want to find more quiz nights?,Want more quiz nights like this?,Want picks matched to your taste?
c051,Wellness,Yoga,Book rooftop sunrise yoga at a1000yoga,Forty minutes of vinyasa above the city before work — the Indiranagar studio's 6:30am rooftop slot fills fast.,content,content/images/c051.jpg,"A bright peaceful sunrise rooftop yoga session overlooking green Bangalore, a person in a calm pose, vivid golden light Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm|fitness,morning,clear,any,evergreen,book,Rooftop sunrise yoga is the city's calmest start — book the clear morning.,"You spend more time with calm morning content; a rooftop sunrise class is the bookable, outdoor version of that mood.",Boutique yoga is already part of your week — a rooftop sunrise class is the seasonal version worth booking before the rains return.,Casual yoga is already in your rhythm — the version that doesn't need a membership and looks good on the grid.,,Want tips to ease into this?,Want to go deeper on yoga?,Want a yoga shaped around you?
c052,Wellness,Running,Keep your morning run streak alive,Tomorrow adds a lake-loop you haven't tried yet.,content,content/images/c052.jpg,"A bright morning run on a tree-lined Bangalore trail, vivid dappled light, a runner in motion, fresh green energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness,morning,clear,any,timely,plan,Bangalore's pleasant mornings are made for running — the lake-loop routes are at their quietest before 7am.,You return to morning movement content over passive wellness; a run streak is the most committed version of that.,A morning run streak — the kind of considered habit that grounds your busy week.,A new lake-loop tomorrow — the run that earns the rest of your day.,,Want tips to ease into this?,Want to go deeper on running?,Want a running shaped around you?
c053,Wellness,Cycling,Join the weekend group ride,"Forty km, a fast crowd, breakfast as the prize.",content,content/images/c053.jpg,"A cyclist on an open bright road outside Bangalore at golden hour, vivid green countryside, freedom and fitness Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness|roadtrip,morning,clear,any,timely,book,Bangalore's weekend cycling crowd is serious — this group ride is the gateway.,You return to outdoor and movement content; a weekend group ride is the most social version of that interest.,A weekend group ride with a fast crowd — the considered effort that pairs with the slow weekend it earns you.,A group ride with your friends and breakfast at the end — your weekend reset that doesn't need a hotel booking.,,Want tips to ease into this?,Want to go deeper on cycling?,Want a cycling shaped around you?
c054,Wellness,Ayurveda,Book an Ayurvedic abhyanga at Soukya or Kerala Ayurveda,A warm-oil full-body ritual that resets a hard week — book the 90-minute evening session and arrive unhurried.,content,content/images/c054.jpg,"A bright serene Ayurvedic ritual, a copper bowl of vivid herbal salts and oils on a sunlit stone shelf, spa calm Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm,evening,any,any,evergreen,book,Ayurvedic abhyanga is one of Karnataka's oldest health traditions — Soukya's evening sessions reset a hard week.,"You return to slow, restorative wellness over hard fitness; a 90-minute abhyanga is the deepest version of that.","A 90-minute Ayurvedic ritual — your kind of considered evening, suited to a household with a steady wellness rhythm.","A proper abhyanga, ₹2,500, an evening that resets your creative week — earned, not optional.",,Want tips to ease into this?,Want to go deeper on ayurveda?,Want a ayurveda shaped around you?
c055,Wellness,Strength,Start a four-week strength plan,Built around the home kit you already own.,content,content/images/c055.jpg,"A bright modern home workout corner, a yoga mat and dumbbells by a sunlit window with plants, vivid motivating Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness,any,any,any,evergreen,learn,A four-week strength plan is the simplest entry point most home gyms recommend — built around a basic dumbbell kit.,You return to structured fitness over passive wellness; a four-week strength plan is the most committed version of that.,"A structured four-week strength plan — the measured fitness that suits your steady, considered routine.",A four-week plan with the dumbbells already in your corner — the strength build that costs ₹0 to start.,,Want tips to ease into this?,Want to go deeper on strength?,Want a strength shaped around you?
c056,Wellness,Recovery,Try the cold plunge at a recovery studio,Three minutes at 10°C to flush a week of fatigue — many city gyms now run ice-bath + sauna contrast sessions.,content,content/images/c056.jpg,"A bright minimalist modern wellness studio with a cold-plunge pool, clean white and blue, vivid fresh recovery vibe Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|fitness,any,any,any,timely,book,Recovery studios in town now run ice-bath and sauna contrast sessions — three minutes that flush a hard week.,You return to deeper recovery content; a cold plunge session is the most committed version of that interest.,An ice-bath and sauna contrast session — your considered recovery upgrade that suits a steady wellness rhythm.,Three minutes of cold and a long sauna — your recovery splurge that costs a meal out and saves a week.,,Want tips to ease into this?,Want to go deeper on recovery?,Want a recovery shaped around you?
c057,Wellness,Sleep,Wind down with a proper routine,Twenty minutes that make mornings feel handled.,content,content/images/c057.jpg,"A bright calm bedroom at dusk with warm soft lighting, cosy bedding, serene wind-down mood, vivid and restful Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm,night,any,any,evergreen,learn,The city never really slows — a proper wind-down routine is the fix.,"You return to calm, slow content in the evening; a wind-down routine is the most useful version of that habit.","A proper wind-down routine — your considered, no-app version of better sleep that suits a calm evening.",Twenty minutes that make your every morning easier — the wellness upgrade that doesn't need a subscription.,,Want tips to ease into this?,Want to go deeper on sleep?,Want a sleep shaped around you?
c058,Wellness,Nutrition,Eat for the monsoon,"Warm, seasonal, immunity-friendly — food as medicine.",content,content/images/c058.jpg,"A bright colourful spread of seasonal monsoon vegetables and warm dishes, fresh vivid produce, wholesome Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|food,any,rainy,monsoon,evergreen,learn,"The monsoon eating tradition here is warm, seasonal and immunity-led — the kind of food that doubles as medicine.",You return to seasonal and considered food content; monsoon-led eating is the most climate-aware version of that.,"Warm, seasonal, Ayurvedic-leaning eating — your considered nutrition that suits a vegetarian household.","Seasonal monsoon eating that fits your small kitchen — what to actually cook this week, not another reel about it.",,Want tips to ease into this?,Want to go deeper on nutrition?,Want a nutrition shaped around you?
c059,Wellness,Mental,Take a guided breathing break,Five minutes that pull you out of the spin.,content,content/images/c059.jpg,"A bright serene minimalist space with soft natural light, a person seated calmly breathing, vivid peaceful mood Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",wellness|calm|productivity,afternoon|evening,any,any,evergreen,learn,"Five guided minutes of breathing is one of the smallest, most-used wellness fixes in the city — no app, no subscription.","You usually return to calm, slow content; a guided breathing break is the most accessible version of that.","A guided breathing break — your kind of small, considered pause that resets a heavy hour.",Five minutes that pull your hard afternoon back together — the wellness fix that costs nothing and works anyway.,,Want tips to ease into this?,Want to go deeper on mental?,Want a mental shaped around you?
c060,Weekend,Day out,Spend a slow morning at Cubbon Park,"Dappled light, chess under the trees, the city's quietest hour.",content,content/images/c060.jpg,"A bright serene morning at Cubbon Park Bangalore, vivid green rain trees, golden sunlight, a quiet stone path Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|calm|parks,morning,clear,any,evergreen,plan,"A Cubbon Park morning is Bangalore's quietest hour — dappled light, chess under the trees, the city before it speaks.","You return to slow, local mornings over big plans; a Cubbon Park walk is the most considered version of that.","A slow morning at Cubbon Park — the unhurried, walkable plan that suits your calm weekend rhythm.",A Sunday morning walk and a coffee after — your cheapest weekend plan that always feels right.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c061,Weekend,Brunch,Book the garden brunch at The Tao Terraces or Fava,Bottomless filter coffee under the trees — UB City's terrace brunches are the city's slow-Sunday classic. Reserve for the window seats.,content,content/images/c061.jpg,"A lush bright garden café in Bangalore, tables under leafy trees with fairy lights, vivid dappled sun, al fresco brunch Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|food|calm,morning|afternoon,clear,any,evergreen,book,"UB City's terrace brunches are the slow-Sunday classic — bottomless filter coffee under the trees, window seats first.",You return to slow social plans over loud nights; a UB City terrace brunch is the most photogenic version of that.,A garden brunch at the city's design-led terrace — your unhurried Sunday plan that suits established taste.,"A terrace brunch, bottomless coffee, the slow Sunday that earns its photo — splurge or split-the-bill, both work for you.",,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c062,Weekend,Market,Hit the Sunday Soul Santhe / farmers market early,"Heirloom produce, flowers and bakes before the crowds — get there by 8 for the best of the morning haul.",content,content/images/c062.jpg,"A vibrant bright weekend farmers market in Bangalore, baskets of colourful produce and flowers, morning light, wholesome Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|food|sustainability,morning,clear,any,timely,plan,The Sunday market is Bangalore at its freshest — go before the city wakes.,"You opened the local market story — Sunday Soul Santhe is the walkable, weekly version of that interest.",A Sunday farmers market for heirloom produce and slow flowers — your considered weekend errand that suits a vegetarian household.,"A Sunday market run with your friends — flowers, bakes and a cold-brew, all for under ₹1,000.",,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c063,Weekend,Getaway,Let me plan your whole weekend,"Stays, a dinner, a drive — handled before Friday.",content,content/images/c063.jpg,"A bright aspirational weekend trip-planning scene, a map and coffee on a sunlit wooden table near a window, vivid Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|travel|roadtrip,any,any,any,evergreen,plan,"Weekends fall apart without a Friday plan — locking in stays, dinner and a drive turns the weekend around.",You return to weekend planning content; a fully sorted weekend is the most useful version of that habit.,"A full weekend, planned and held — your unhurried getaway that suits a household used to slow weekends.",A whole weekend handled before Friday — your kind of plan that turns a normal weekend into an actual reset.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c064,Weekend,Culture crawl,Do a gallery-hop afternoon,"Three shows, one neighbourhood, coffee in between.",content,content/images/c064.jpg,"A bright modern art gallery with vivid large canvases, soft daylight, people admiring art, refined cultural afternoon Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|culture|calm,afternoon,any,any,evergreen,plan,"A gallery hop is the city's most underrated afternoon — three shows, one neighbourhood, coffee in between.",You return to cultural plans over default outings; a gallery-hop afternoon is the most engaged version of that.,A three-gallery afternoon — your considered cultural weekend that suits an art-collecting eye.,Three free gallery shows and a cheap coffee in between — your indie afternoon that fills the camera roll.,,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c065,Weekend,Family,Plan a day out the kids will love,Somewhere everyone enjoys — no negotiation needed.,content,content/images/c065.jpg,"A bright joyful family day out in a green Bangalore park, vivid sunshine, kids playing, warm wholesome energy Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|family|parks,morning|afternoon,clear,any,evergreen,plan,"The family-friendly weekend spots here are quietly its best — somewhere everyone enjoys, no negotiation.",You return to plans that work across a group; a family day out is the most considered version of that.,A weekend day where everyone in your household actually has a good time — the plan that earns every parent's recommendation.,"A family-friendly day out for your parents-visiting weekend — the plan that works for cousins, kids and the dog.",,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c066,Weekend,Night out,Build your Friday night in Indiranagar,"Three saved spots, walking distance, one easy crawl.",content,content/images/c066.jpg,"A vibrant Indiranagar Bangalore street at night, warm café and bar lights, fairy lights, vivid lively nightlife Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|nightlife|food,night,any,any,timely,plan,"A Friday night in Indiranagar — three good spots, walking distance, one easy crawl. The city's standard plan.","You return to small, walkable nights out over big nights; an Indiranagar Friday is the most specific version of that.","A walking Friday in Indiranagar — three considered stops, no Ubers, your kind of low-effort evening out.","A three-bar Indiranagar crawl on your junior-designer budget — split-cabs, ₹2,000, a Friday that earns the weekend.",,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c067,Weekend,Solo,Take a solo reset day,"No plans, no people — the city on easy mode.",content,content/images/c067.jpg,"A bright calm solo moment, a person enjoying a quiet café or walk in sunlit Bangalore, vivid serene independence Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",weekend|calm,any,any,any,evergreen,inspire,"The city on solo-mode is at its softest — no plans, no people, the city on easy mode.","You return to slow, introvert-friendly plans; a solo reset day is the most committed version of that.",A whole day alone with no obligations — your considered reset that suits a creative-led week.,"A solo Sunday that costs nothing — a long walk, one café, the day that resets your deadline week.",,Want more ways to spend it?,Want more plans like this?,Want me to shape your weekend around this?
c068,Productivity,Focus,Run a Pomodoro focus sprint,"Twenty-five minutes of real focus, powered by sand not software.",content,content/images/c068.jpg,"A bright minimalist oak desk with a red Pomodoro timer in warm morning light, vivid clean focused workspace Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|calm,morning|afternoon,any,any,evergreen,learn,"A 25-minute Pomodoro is the most reliable focus technique going — works offline, needs nothing but a timer.",You return to practical productivity over motivational content; a Pomodoro sprint is the most useful version of that.,A 25-minute focus block — the considered work routine that suits your small studio.,Twenty-five minutes of real focus with a sand timer — your no-app version that doesn't need an Asana subscription.,,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
c069,Productivity,Habit,Start a 30-day habit today,"Small, daily, compounding — the only way change sticks.",content,content/images/c069.jpg,"A bright clean habit-tracker journal on a sunlit desk with coffee, vivid motivating morning, organised aesthetic Bright, vibrant, high-resolution editorial photograph, vivid natural colour, well-lit and airy, subject in sharp focus, full-frame 16:9, no black bars, no text.",productivity|life-goals,morning,any,any,evergreen,learn,"A 30-day habit is the only behaviour-change protocol with real research behind it — small, daily, compounding.",You return to practical self-improvement over motivational reels; a 30-day habit start is the doable version of that.,"A small, daily 30-day habit — your considered way change actually sticks, no app required.",A 30-day habit start that doesn't need a streak app — your cheapest self-improvement that actually works.,,Want tips to make this stick?,Want to go further on this?,Want a setup built around you?
